comment,category,tag,keywords
何時もＬＧ購入するのですが、賞味期限が短いので、もう少し長めが入荷してると、一度に2箱買えるので有難いです 。,商品,デイリー,"['ＬＧ', '賞味期限', '短い', '入荷', '2箱']"
難しいとは思うのですが、クーポン券はあったけど、在庫はないので買えないっていう商品がたまにあるので、在庫がきれたら売り切れの表示をしてほしい 。,商品,商品在庫,"['クーポン券', '在庫', '売り切れ']"
成田店のレジ店員さんの対応が良かった！支払いに現金で払おうとした所、majicaにチャージして支払った方がポイント還元が良いと教えて下さり、チャージした 知らなかったら損してたな…って ちょっとした事だけど、有り難かったです 有難うございました‼︎。,サービス・設備,レジ処理の速度,"['成田店', 'レジ店員', '対応', '現金', '支払い', 'majica', 'チャージ', 'ポイント還元']"
お名前は確認していませんが、毎回あまりレジ対応の良くない方がいます 凄いレベルの対応を望んでる訳ではありませんが、気持ち良く買い物して帰りたいかと！。,サービス・設備,接客態度,"['レジ対応', '気持ち良く買い物']"
さくら大根をいれて！。,商品,デイリー,['さくら大根']
飲料水を一階にしてほしい。,サービス・設備,商品陳列,"['飲料水', '一階']"
商品の価格が分からなかったが、すぐ調べてくれた 。,商品,商品知識,"['価格', '調べる']"
最近、大塚製薬のイオンウォーター900ml、都内どの店舗行っても見ない ここもない 被災地とかにいっちゃってるのかな？ 。,商品,デイリー,"['大塚製薬', 'イオンウォーター', '900ml', '都内', '店舗', '被災地']"
アルコールが他店と比べていつもリーズナブルで有り難いです 。,商品,リカー＆ワイン,"['リーズナブル', '有り難い']"
探し物をしている時に親切に若い女性の店員さんがさがしてくれました ありがとうございました 。,サービス・設備,接客態度,"['親切', '若い女性', '店員さん']"
レジにいると思った店員がいきなり別のレジに移動してしまい、とても待たされた。,サービス・設備,接客態度,"['レジ', '店員', '待たされた']"
クーポンが出ている商品の中にどこにも陳列されてないものがある。,商品,商品陳列,"['クーポン', '陳列']"
エレベーターの消毒液のノズルがなく、洋服にかかってしまいました 交換お願いします 。,サービス・設備,安全対策,"['エレベーター', '消毒液', 'ノズル', '洋服', '交換']"
先日に続き同じ様なクレームです レジのSさん(男性) シャツを購入したのですが、プラスチックのハンガーをはずされる時、シャツが痛む外し方をされました そんな外され方されるくらいなら付けたままにして欲しいと伝えましたが、それでも無理矢理外そうとしました 結局外して裏返ったシャツを乱雑にカゴに入れられました 客の購入した商品を丁寧に扱う事は出来ないのですかね？マジカの買い物袋を忘れられたので、くださいと言うと睨みつけられました 店員としての資質を疑います 長年通っているので、しっかりした、店員さんも知っていますが、、、お客が気持ちよく買い物できるようには、ならないんですかね？。,サービス・設備,接客態度,"['クレーム', 'レジ', 'Sさん', 'シャツ', 'ハンガー', '痛む', '外し方', '付けたまま', '乱雑', '買い物袋', '睨みつけられる', '店員', '資質', '通っている', '気持ちよく買い物']"
アプリのバージョンアップを会計前に気づいて慌てました 告知あったのかしら？。,サービス・設備,接客態度,"['アプリ', 'バージョンアップ', '会計前', '告知']"
トイレがわかりにくかったです もっと看板を増やしてもらえたら嬉しいです 。,サービス・設備,トイレ設備,"['トイレ', '看板']"
レジスタッフを増やして欲しいです 。,サービス・設備,レジ処理の速度,"['レジスタッフ', '増やして']"
ピーク時はレジを少し多く出してほしい 。,サービス・設備,レジ処理の速度,"['ピーク時', 'レジ', '多く']"
店員の愛想を良くしてほしいです 。,サービス・設備,接客態度,['愛想']
レジ画面が見えない。,サービス・設備,レジ処理の速度,"['レジ画面', '見えない']"
店内にもカート置き場があった方が良い カゴだけで買い物済むと思ったら、重くなったのでカートを取りに入口外に取りに行くのが面倒 。,サービス・設備,店内レイアウト,"['カート置き場', 'カゴ', '買い物', '重い', '入口外', '面倒']"
品切れが多すぎ もう少し品揃えをしっかりして欲しい 。,商品,欠品,"['品切れ', '品揃え']"
みなさんいい人たちばかりです。,サービス・設備,接客態度,"['いい人', '良い人']"
レジの男の店員は、なんの挨拶もない！。,サービス・設備,接客態度,"['レジ', '男の店員', '挨拶']"
店舗によってはお米が安い 地域にもよるかもしれないですが、なかなかこの世の中お米の時代では無くなってきてますが、とっても安いイメージだったので、今回は見に行来ましたが買いませんでした でも、買い予定のないものばかりつい買ってしまうので、行ったら何か必ず買います！また行きます！。,商品,デイリー,"['お米', '安い']"
クーポンをもっと充実して欲しい 。,サービス・設備,商品在庫,"['クーポン', '充実']"
身体障害者駐車スペースに一般車が駐車私は障害者　非常に迷惑店側として何か一般車駐車させない努力をして欲しい。,サービス・設備,駐車場,"['身体障害者駐車スペース', '一般車', '障害者', '迷惑']"
パンを安くしてほしい 。,商品,デイリー,"['パン', '安く']"
江坂店、無料レジ袋をすすめてくれた 助かりました 。,サービス・設備,レジ処理の速度,"['無料レジ袋', '助かりました']"
食品付近にいらっしゃる「すどう」さんは、前回丁寧に説明してくれました(^^)冷凍パスタのにんにく６倍、今日もなかった(T_T)。,商品,デイリー,"['すどう', '説明', '冷凍パスタ', 'にんにく']"
広告の商品がどこにあるか分からない、店中探したが分からなかった❗️分かりやすくして下さい‼️。,サービス・設備,商品陳列,"['広告', '商品', '分からない', '店中探した']"
アンケートが当たりません。,サービス・設備,商品在庫,"['アンケート', '当たりません']"
